image_id,image_id,heading,description,general_classification,sub_classification,tags,color_classification,mime_type,file_size_bytes,source_path,folder_id,folder_order,image_url,processed_at,file_name,model_used,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd
1Jt_pETxEzMKyDDj2lDaMZu8nxNOztDT9,1Jt_pETxEzMKyDDj2lDaMZu8nxNOztDT9,Healthcare Data Security,"Healthcare professional interacting with digital security icons on a tablet, emphasizing data protection and cybersecurity in healthcare.",Healthcare Technology,Medical Data Security,"healthcare, cybersecurity, data protection, tablet, digital security, medical, healthcare professional, technology, lock icon, digital health",Cool Blue,image/jpeg,14150294,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1Jt_pETxEzMKyDDj2lDaMZu8nxNOztDT9/view?usp=drivesdk,2026-03-18T05:04:19.169Z,shutterstock_2255590895.jpg,gpt-4.1-nano-2025-04-14,3258,98,3356,0.000365
120ZyqGjFMdQNQiT02_n5FOzcK2176qC8,120ZyqGjFMdQNQiT02_n5FOzcK2176qC8,Advanced Medical Technology,"Futuristic healthcare device with digital interfaces and robotic elements, emphasizing innovation in medical diagnostics and treatment.",Medical Technology,Digital Health,"medical, healthcare, technology, digital, innovation, robotics, diagnostics, futuristic, healthcare device, digital interfaces",Cool Blue,image/jpeg,3127561,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/120ZyqGjFMdQNQiT02_n5FOzcK2176qC8/view?usp=drivesdk,2026-03-18T05:04:42.714Z,shutterstock_2270998021.jpg,gpt-4.1-nano-2025-04-14,3613,94,3707,0.0003989
1Fq1TtnZ-tqfQRp5aOgQAxPS3psO4en2z,1Fq1TtnZ-tqfQRp5aOgQAxPS3psO4en2z,Healthcare Technology Innovation,Futuristic digital interface showcasing healthcare and medical icons for advanced medical solutions.,Healthcare Technology,Digital Health,"healthcare, digital, technology, medical icons, innovation, AI, telemedicine, futuristic, healthcare solutions, medical data",Cool Blue,image/jpeg,2694506,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1Fq1TtnZ-tqfQRp5aOgQAxPS3psO4en2z/view?usp=drivesdk,2026-03-18T05:05:16.465Z,shutterstock_2354102487.jpg,gpt-4.1-nano-2025-04-14,3849,92,3941,0.0004217
1VUdP4ko693AJAcFuoFhBqJXAkPs8phtz,1VUdP4ko693AJAcFuoFhBqJXAkPs8phtz,Diverse Group Hug,"A warm, inclusive group embracing outdoors during golden hour, showcasing unity and friendship.",People,Group Portrait,"diverse, friendship, outdoor, hug, unity, sunset, togetherness, community, smiling, casual",Warm Tones,image/jpeg,12042524,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1VUdP4ko693AJAcFuoFhBqJXAkPs8phtz/view?usp=drivesdk,2026-03-18T05:06:13.207Z,shutterstock_1392193910.jpg,gpt-4.1-nano-2025-04-14,2613,91,2704,0.0002977
12d_0cV8JXgq6iknZP5EmOl5GJVEAMeLK,12d_0cV8JXgq6iknZP5EmOl5GJVEAMeLK,AI and Robotics Technology,Futuristic digital interface showcasing artificial intelligence and robotics integration in a professional setting.,Technology,AI and Robotics,"artificial intelligence, robotics, digital interface, technology, futuristic, data visualization, innovation, automation, software, programming",Cool Blue,image/jpeg,11896335,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/12d_0cV8JXgq6iknZP5EmOl5GJVEAMeLK/view?usp=drivesdk,2026-03-18T05:06:42.896Z,shutterstock_2328116381.jpg,gpt-4.1-nano-2025-04-14,4085,93,4178,0.0004457
1NVsYutSnIS_YVU11-wvqrbAe_7ht4fck,1NVsYutSnIS_YVU11-wvqrbAe_7ht4fck,Futuristic Robot Concept,A detailed image of a futuristic robot with a digital background.,Technology,Artificial Intelligence,"robot, AI, futuristic, technology, digital, innovation, cybernetics, machine, automation, sci-fi",Cool Blue,image/jpeg,9217866,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1NVsYutSnIS_YVU11-wvqrbAe_7ht4fck/view?usp=drivesdk,2026-03-18T05:08:23.976Z,shutterstock_1154457493.jpg,gpt-4o-2024-05-13,1410,87,1497,0.004395
14zxSJp9FZM4GXe69qP9mTtaVSSsHdmBU,14zxSJp9FZM4GXe69qP9mTtaVSSsHdmBU,Smart Maritime Logistics,Futuristic digital visualization of a cargo ship integrated with IoT and data analytics for efficient shipping management.,Logistics & Transportation,Maritime Technology,"cargo ship, digital technology, IoT, data analytics, shipping, maritime, logistics, futuristic, automation, ocean",Cool Blue,image/jpeg,5497320,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/14zxSJp9FZM4GXe69qP9mTtaVSSsHdmBU/view?usp=drivesdk,2026-03-18T05:08:53.587Z,shutterstock_2308452329.jpg,gpt-4.1-nano-2025-04-14,2845,100,2945,0.0003245
1-J5-XZpCs9kgRBwUHWzYxld7OFLgzMtd,1-J5-XZpCs9kgRBwUHWzYxld7OFLgzMtd,Human and Robot Innovation,A human hand and a robotic hand touch a glowing light bulb symbolizing AI and innovation.,Technology,Artificial Intelligence Concept,"robotic hand, human hand, light bulb, innovation, artificial intelligence, technology, digital, futuristic, collaboration",Cool Blue,image/jpeg,3623093,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1-J5-XZpCs9kgRBwUHWzYxld7OFLgzMtd/view?usp=drivesdk,2026-03-18T05:11:32.900Z,shutterstock_2268206795.jpg,gpt-4.1-mini-2025-04-14,2562,94,2656,0.0011752
1OvppfTMSIRM9jN9130waRJfLFrTOQRj6,1OvppfTMSIRM9jN9130waRJfLFrTOQRj6,Human-Robot Collaboration in Manufacturing,A female engineer interacts with a humanoid robot using augmented reality in an industrial setting.,Industrial Automation,Human-Robot Interaction,"robot, industrial, automation, engineering, augmented reality, factory, machinery, female engineer, robotic arm, technology",Warm Tones,image/jpeg,2298801,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1OvppfTMSIRM9jN9130waRJfLFrTOQRj6/view?usp=drivesdk,2026-03-18T05:11:59.422Z,shutterstock_2058800198.jpg,gpt-4.1-nano-2025-04-14,3053,98,3151,0.0003445
1IwGb3AsBEvyFp-uCZFMBBRR6vITTTjNR,1IwGb3AsBEvyFp-uCZFMBBRR6vITTTjNR,Digital Network Visualization,"Abstract digital network with interconnected nodes and glowing lines, representing technology and data connectivity.",Technology,Data Network,"digital, network, technology, data, connectivity, abstract, glowing, nodes, lines, digital art",Warm Tones,image/jpeg,4717055,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1IwGb3AsBEvyFp-uCZFMBBRR6vITTTjNR/view?usp=drivesdk,2026-03-18T05:12:27.598Z,shutterstock_391409953.jpg,gpt-4.1-nano-2025-04-14,2431,89,2520,0.0002787
1rgR_Xw4PF8wHIQuy_7NE6Gh7aEt6gery,1rgR_Xw4PF8wHIQuy_7NE6Gh7aEt6gery,Innovative Knowledge Visualization,Depicts the fusion of knowledge and technology through a digital brain emerging from an open book.,Technology & Education,Digital Learning,"brain, digital, book, innovation, knowledge, technology, education, neural network, science, learning",Warm Tones,image/jpeg,5491703,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1rgR_Xw4PF8wHIQuy_7NE6Gh7aEt6gery/view?usp=drivesdk,2026-03-18T05:12:54.472Z,shutterstock_2088601237.jpg,gpt-4.1-nano-2025-04-14,2951,94,3045,0.0003327
1SGojyxf6fybRraeRbOFFqDpJqWUxnxZb,1SGojyxf6fybRraeRbOFFqDpJqWUxnxZb,Digital Data Visualization,Abstract digital data representation with glowing blue dots on a dark background.,Technology,Data Visualization,"digital, data, technology, abstract, blue, dots, visualization, digital art, futuristic, background",Cool Blue,image/jpeg,2701046,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1SGojyxf6fybRraeRbOFFqDpJqWUxnxZb/view?usp=drivesdk,2026-03-18T05:13:21.008Z,shutterstock_1358734463.jpg,gpt-4.1-nano-2025-04-14,2845,85,2930,0.0003185
1VyGrpwr3J0H2G1iktvskpB-Teo3FpCdb,1VyGrpwr3J0H2G1iktvskpB-Teo3FpCdb,Digital Data and Global Connectivity,A professional woman interacts with a holographic globe and data visualizations in a high-tech environment.,Technology,Data Visualization,"digital, hologram, globe, data, technology, high-tech, woman, futuristic, analytics, global",Cool Blue,image/jpeg,8644994,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1VyGrpwr3J0H2G1iktvskpB-Teo3FpCdb/view?usp=drivesdk,2026-03-18T05:13:51.437Z,shutterstock_2360766161.jpg,gpt-4.1-nano-2025-04-14,3171,94,3265,0.0003547
1dCDLLr1vRfaL3HhiUTzaIHjVKA0Fz0hz,1dCDLLr1vRfaL3HhiUTzaIHjVKA0Fz0hz,Artificial Intelligence Technology,Futuristic digital interface showcasing AI concepts and data analytics for innovative business solutions.,Technology,AI and Data Analytics,"artificial intelligence, data analytics, digital interface, technology, cloud computing, charts, graphs, innovation, software, cybersecurity",Cool Blue,image/jpeg,8409961,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1dCDLLr1vRfaL3HhiUTzaIHjVKA0Fz0hz/view?usp=drivesdk,2026-03-18T05:15:14.782Z,shutterstock_2327096251.jpg,gpt-4.1-nano-2025-04-14,2432,94,2526,0.0002808
1N3jG7zshcoDvZIO1MsGwMwG7pniSM8fY,1N3jG7zshcoDvZIO1MsGwMwG7pniSM8fY,Data Analytics and Visualization,Business professional analyzing data dashboards with advanced visualization tools on digital devices.,Business Technology,Data Analytics,"data, analytics, dashboards, charts, graphs, digital, business, technology, visualization, tablet",Cool Blue,image/jpeg,7066707,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1N3jG7zshcoDvZIO1MsGwMwG7pniSM8fY/view?usp=drivesdk,2026-03-18T05:16:01.223Z,shutterstock_2285412737.jpg,gpt-4.1-nano-2025-04-14,2609,86,2695,0.0002953
1b8u_jU8VlCld19TjhhqnIqWL1phjjEd7,1b8u_jU8VlCld19TjhhqnIqWL1phjjEd7,Artificial Intelligence and Technology,"Futuristic digital interface representing AI, data analysis, and technological innovation in a sleek, modern style.",Technology,Digital Interface,"AI, digital, technology, interface, data, innovation, futuristic, cybersecurity, virtual, digital transformation",Cool Blue,image/jpeg,5426459,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1b8u_jU8VlCld19TjhhqnIqWL1phjjEd7/view?usp=drivesdk,2026-03-18T05:23:23.246Z,shutterstock_2262206885.jpg,gpt-4.1-nano-2025-04-14,3731,94,3825,0.0004107
1NDC2hXkecfl6Zxqy51u0Mf4C6RmQG7_Z,1NDC2hXkecfl6Zxqy51u0Mf4C6RmQG7_Z,Artificial Intelligence and Coding,"A person working on a laptop with AI and coding graphics overlay, highlighting technology and software development themes.",Technology,AI Development,"artificial intelligence, coding, technology, software development, laptop, digital, futuristic, programming, AI graphics, tech innovation",Cool Blue,image/jpeg,8215213,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1NDC2hXkecfl6Zxqy51u0Mf4C6RmQG7_Z/view?usp=drivesdk,2026-03-18T05:23:44.678Z,shutterstock_2267909159.jpg,gpt-4.1-nano-2025-04-14,2432,97,2529,0.000282
1CCqeW4cGSrrVezBCjxxArlvZg1drEFNa,1CCqeW4cGSrrVezBCjxxArlvZg1drEFNa,Digital Security Concept,"Abstract digital background with a dark theme, emphasizing technology and cybersecurity elements.",Technology,Cybersecurity,"digital, cybersecurity, technology, data, binary, abstract, dark, network, encryption, cyber",Dark Tones,image/jpeg,5984187,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1CCqeW4cGSrrVezBCjxxArlvZg1drEFNa/view?usp=drivesdk,2026-03-18T05:24:10.496Z,shutterstock_2249975323.jpg,gpt-4.1-nano-2025-04-14,2876,86,2962,0.000322
1CF6qU7SeECSSSQUoxIuC6aqLcpppDlbC,1CF6qU7SeECSSSQUoxIuC6aqLcpppDlbC,Recording Studio Session,A person singing into a professional microphone in a recording studio environment.,Music & Audio,Recording Studio,"music, recording, microphone, studio, singer, headphones, professional, sound, vocal, music production",Dark Tones,image/jpeg,8327508,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1CF6qU7SeECSSSQUoxIuC6aqLcpppDlbC/view?usp=drivesdk,2026-03-18T05:24:31.874Z,shutterstock_1759840001.jpg,gpt-4.1-nano-2025-04-14,2463,88,2551,0.0002815
1CAeNQT4RxEKnVS02F62f64lAKTacjdFw,1CAeNQT4RxEKnVS02F62f64lAKTacjdFw,Casual Woman Using Smartphone,"A woman engaged with her smartphone outdoors, capturing a candid moment in a vibrant urban setting.",Lifestyle Photography,People Using Devices,"woman, smartphone, outdoor, casual, urban, lifestyle, communication, technology, social, city",Warm Tones,image/jpeg,9348620,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1CAeNQT4RxEKnVS02F62f64lAKTacjdFw/view?usp=drivesdk,2026-03-18T05:24:53.800Z,shutterstock_270938732.jpg,gpt-4.1-nano-2025-04-14,2462,94,2556,0.0002838
1C6VDZruvsO57wmJtZ6AcKIOOpTVGe9Xa,1C6VDZruvsO57wmJtZ6AcKIOOpTVGe9Xa,Software Testing and Security,Futuristic digital interface illustrating software testing and cybersecurity concepts in a professional environment.,Technology,Software Development,"software testing, cybersecurity, digital interface, technology, data security, cloud, fingerprint, icons, innovation, IT",Cool Blue,image/jpeg,2162058,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1C6VDZruvsO57wmJtZ6AcKIOOpTVGe9Xa/view?usp=drivesdk,2026-03-18T05:25:11.638Z,shutterstock_2293331539.jpg,gpt-4.1-nano-2025-04-14,3140,91,3231,0.0003504
1C3_Hcz4pRZQ5DvrO-tRi_63DjKW02LTe,1C3_Hcz4pRZQ5DvrO-tRi_63DjKW02LTe,Robotic Hand with Digital Badge,Futuristic robotic hand interacting with a digital certification icon in a high-tech environment.,Technology,Artificial Intelligence,"robot, AI, digital certification, technology, futuristic, automation, interface, innovation, digital, robotics",Cool Blue,image/jpeg,6977460,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1C3_Hcz4pRZQ5DvrO-tRi_63DjKW02LTe/view?usp=drivesdk,2026-03-18T05:25:33.325Z,shutterstock_2239583387.jpg,gpt-4.1-nano-2025-04-14,3672,92,3764,0.000404
1Bwc3ymyEF4wN5JRAM0XP3FzitGKi4bTT,1Bwc3ymyEF4wN5JRAM0XP3FzitGKi4bTT,Software Development and Coding,A person working on software code with a digital interface and binary data visualization.,Technology,Software Development,"coding, programming, software, digital interface, binary, developer, technology, computer, code, IT",Dark Tones,image/jpeg,11338686,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1Bwc3ymyEF4wN5JRAM0XP3FzitGKi4bTT/view?usp=drivesdk,2026-03-18T05:26:00.900Z,shutterstock_2220395233.jpg,gpt-4.1-nano-2025-04-14,3928,89,4017,0.0004284
1poBJAbcsAbTojJlkZWQa1-4VkjGDfA2D,1poBJAbcsAbTojJlkZWQa1-4VkjGDfA2D,Business Conference Presentation,A professional speaker addresses an audience in a modern conference room setting.,Event Photography,Conference,"business, conference, presentation, audience, speaker, meeting, professional, corporate, seminar, modern",Cool Blue,image/jpeg,3398077,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1poBJAbcsAbTojJlkZWQa1-4VkjGDfA2D/view?usp=drivesdk,2026-03-18T05:26:19.876Z,shutterstock_1223620837.jpg,gpt-4.1-nano-2025-04-14,3112,84,3196,0.0003448
1DyymIZ3uaeasZnbHqKsj3lOI5xj8dkKo,1DyymIZ3uaeasZnbHqKsj3lOI5xj8dkKo,Software Testing Concept,Illustration of software testing processes with digital icons and futuristic design elements.,Technology,Software Development,"software testing, technology, digital, icons, futuristic, development, cybersecurity, coding, automation, IT",Cool Blue,image/jpeg,4674469,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1DyymIZ3uaeasZnbHqKsj3lOI5xj8dkKo/view?usp=drivesdk,2026-03-18T05:26:43.766Z,shutterstock_2276631337.jpg,gpt-4.1-nano-2025-04-14,3770,86,3856,0.0004114
1ceI2Wvp_IlqcVXYZWFqyCxJDfx1Y0opo,1ceI2Wvp_IlqcVXYZWFqyCxJDfx1Y0opo,Mobile Payment in Action,"Person using a smartphone for contactless payment in a vibrant, urban environment.",Technology,Mobile Payment,"smartphone, contactless, payment, technology, urban, night, app, transaction, digital, commerce",Warm Tones,image/jpeg,2899988,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1ceI2Wvp_IlqcVXYZWFqyCxJDfx1Y0opo/view?usp=drivesdk,2026-03-18T05:27:04.400Z,shutterstock_776386588.jpg,gpt-4.1-nano-2025-04-14,2431,90,2521,0.0002791
1cLlPEJ8Bj1gx5yDfmLWoM7gYWgZ7DRmA,1cLlPEJ8Bj1gx5yDfmLWoM7gYWgZ7DRmA,Advanced Robotics and AI Integration,A professional showcases the integration of robotics and artificial intelligence through digital interfaces and futuristic technology visuals.,Technology,Robotics and AI,"robotic arm, artificial intelligence, digital interface, futuristic, technology, innovation, automation, data visualization, industry 4.0, smart technology",Cool Blue,image/jpeg,2842990,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1cLlPEJ8Bj1gx5yDfmLWoM7gYWgZ7DRmA/view?usp=drivesdk,2026-03-18T05:27:27.992Z,shutterstock_2040361490.jpg,gpt-4.1-nano-2025-04-14,3770,103,3873,0.0004182
1cKVBbvuYJfOAaquGINPFqriEzrvsdPWW,1cKVBbvuYJfOAaquGINPFqriEzrvsdPWW,Digital Banking Interface,Futuristic digital banking interface showcasing online financial services and security features.,Technology,Digital Banking,"online banking, digital finance, security, technology, user interface, financial services, innovation, network, data",Cool Blue,image/jpeg,3453122,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1cKVBbvuYJfOAaquGINPFqriEzrvsdPWW/view?usp=drivesdk,2026-03-18T05:27:52.690Z,shutterstock_1388903636.jpg,gpt-4.1-nano-2025-04-14,3377,87,3464,0.0003725
1cD6brcOPeivqSxIRxvgrCkUo9tFdgsn6,1cD6brcOPeivqSxIRxvgrCkUo9tFdgsn6,Business Technology and AI,Professional business environment showcasing digital innovation and artificial intelligence integration.,Technology,Business Tech,"business, AI, technology, digital, innovation, smartphone, data, futuristic, corporate, networking",Cool Blue,image/jpeg,3074828,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1cD6brcOPeivqSxIRxvgrCkUo9tFdgsn6/view?usp=drivesdk,2026-03-18T05:28:14.869Z,shutterstock_2171829517.jpg,gpt-4.1-nano-2025-04-14,4085,83,4168,0.0004417
1BphWy3a_QTszCeXLAT3UzMZRFVwnEriD,1BphWy3a_QTszCeXLAT3UzMZRFVwnEriD,ISO 27001 Certification Process,Business professional reviewing digital security standards and compliance on a tablet device.,Business & Technology,Information Security,"ISO 27001, cybersecurity, compliance, business, digital security, certification, technology, standards, management, data protection",Cool Blue,image/jpeg,7908298,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1BphWy3a_QTszCeXLAT3UzMZRFVwnEriD/view?usp=drivesdk,2026-03-18T05:28:42.924Z,shutterstock_2149891109.jpg,gpt-4.1-nano-2025-04-14,3770,94,3864,0.0004146
135t6y9JZXqMTigroZnmzeyUOiyFcAgMo,135t6y9JZXqMTigroZnmzeyUOiyFcAgMo,Customer Satisfaction Feedback,Person providing feedback using a mobile device with emoticon rating icons.,Business & Technology,Customer Feedback,"mobile, feedback, customer satisfaction, emoticons, digital, technology, survey, user experience, rating, smartphone",Dark Tones,image/jpeg,2717108,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/135t6y9JZXqMTigroZnmzeyUOiyFcAgMo/view?usp=drivesdk,2026-03-18T05:29:08.812Z,shutterstock_1500313478.jpg,gpt-4.1-nano-2025-04-14,2432,90,2522,0.0002792
1BmUHWJTzdLdVJ7mGWLBeHYs64-zy8MrD,1BmUHWJTzdLdVJ7mGWLBeHYs64-zy8MrD,Digital Networking and Collaboration,A professional digital interface illustrating global connectivity and teamwork in a modern business environment.,Technology,Digital Networking,"technology, networking, digital, global, teamwork, business, innovation, interface, connectivity, virtual",Cool Blue,image/jpeg,5080660,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1BmUHWJTzdLdVJ7mGWLBeHYs64-zy8MrD/view?usp=drivesdk,2026-03-18T05:29:35.291Z,shutterstock_1421527091.jpg,gpt-4.1-nano-2025-04-14,3554,87,3641,0.0003902
1BZ9KYt6Tbt2OT8ILvpaPVcMur1nT5k6s,1BZ9KYt6Tbt2OT8ILvpaPVcMur1nT5k6s,Cybersecurity and Coding Environment,"A person working on coding or cybersecurity in a dark, tech-focused setting with code projected in the background.",Technology,Software Development,"coding, cybersecurity, programming, computer, technology, dark, screen, developer, code, digital",Cool Blue,image/jpeg,7865370,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1BZ9KYt6Tbt2OT8ILvpaPVcMur1nT5k6s/view?usp=drivesdk,2026-03-18T05:30:02.245Z,shutterstock_755479945.jpg,gpt-4.1-nano-2025-04-14,2462,94,2556,0.0002838
1BYN1haNc7JMzwBelGrNkHoUCnOtKaoD0,1BYN1haNc7JMzwBelGrNkHoUCnOtKaoD0,Data Analyst Working with Code,A professional engaged in coding and data analysis in a modern workspace environment.,Technology,Software Development,"coding, computer, programming, data analysis, software, technology, workspace, developer, screens, digital",Cool Blue,image/jpeg,14840274,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1BYN1haNc7JMzwBelGrNkHoUCnOtKaoD0/view?usp=drivesdk,2026-03-18T05:30:39.153Z,shutterstock_2154551741.jpg,gpt-4.1-nano-2025-04-14,2463,88,2551,0.0002815
1BOl7Esjc3w3u4Slo-cpGTc1tY2u6z3vO,1BOl7Esjc3w3u4Slo-cpGTc1tY2u6z3vO,Mountain Rappelling Adventure,A climber navigating a high-altitude mountain cliff with a scenic river view in the background.,Outdoor Activities,Mountain Climbing,"mountain, cliff, adventure, outdoor, river, hiking, safety gear, nature, landscape, thrill",Earth Tones,image/jpeg,6038256,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1BOl7Esjc3w3u4Slo-cpGTc1tY2u6z3vO/view?usp=drivesdk,2026-03-18T05:31:03.377Z,shutterstock_62447674.jpg,gpt-4.1-nano-2025-04-14,2431,97,2528,0.0002819
1XQ-XC8Zz9KMt9PKEuXS1URFeF9yWMjRv,1XQ-XC8Zz9KMt9PKEuXS1URFeF9yWMjRv,Broken Chain Illustration,A detailed digital rendering of a broken metallic chain symbolizing disruption or breaking points.,Concept Illustration,Symbolic Representation,"chain, broken, metallic, disruption, symbol, digital art, illustration, break, connection, technology",Cool Blue,image/jpeg,2704411,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1XQ-XC8Zz9KMt9PKEuXS1URFeF9yWMjRv/view?usp=drivesdk,2026-03-18T05:31:25.725Z,shutterstock_1181717311.jpg,gpt-4.1-nano-2025-04-14,2491,90,2581,0.0002851
1PoMNrqgwoJQNTpaCnVeIut42tm4w1d_1,1PoMNrqgwoJQNTpaCnVeIut42tm4w1d_1,Human-Machine Interaction,Futuristic image depicting a human hand and robotic hand interacting over a digital interface.,Technology,Human-Robot Collaboration,"robotic hand, human hand, digital interface, technology, innovation, futuristic, artificial intelligence, data visualization, collaboration, automation",Cool Blue,image/jpeg,9557278,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1PoMNrqgwoJQNTpaCnVeIut42tm4w1d_1/view?usp=drivesdk,2026-03-18T05:31:53.646Z,shutterstock_2262428027.jpg,gpt-4.1-nano-2025-04-14,2432,97,2529,0.000282
1GCmtp0Q4KIwErBa9VVU8dDxoGfL5fIHs,1GCmtp0Q4KIwErBa9VVU8dDxoGfL5fIHs,Artificial Intelligence Data Management,Illustration of AI technology with digital data and security icons for innovative data solutions.,Technology,AI and Data Security,"AI, data security, cloud computing, digital data, technology, cybersecurity, data management, innovation, futuristic, digital icons",Cool Blue,image/jpeg,9375859,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1GCmtp0Q4KIwErBa9VVU8dDxoGfL5fIHs/view?usp=drivesdk,2026-03-18T05:36:21.667Z,shutterstock_2344072183.jpg,gpt-4.1-nano-2025-04-14,2432,95,2527,0.0002812
1kErqdx3rXfweK6kjuiFfNI0RnKWBOYKS,1kErqdx3rXfweK6kjuiFfNI0RnKWBOYKS,Data Analytics and Navigation,Futuristic digital interface showcasing data analysis and navigation tools for business insights.,Technology,Data Visualization,"digital, data, analytics, technology, navigation, futuristic, interface, business, charts, graphs",Cool Blue,image/jpeg,7809209,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/1kErqdx3rXfweK6kjuiFfNI0RnKWBOYKS/view?usp=drivesdk,2026-03-18T05:36:47.810Z,shutterstock_1765670681.jpg,gpt-4.1-nano-2025-04-14,3140,87,3227,0.0003488
14MwphOxXcKnSNvLcPPzwt6jGLmxecTyy,14MwphOxXcKnSNvLcPPzwt6jGLmxecTyy,Business Presentation in Modern Office,"A professional speaker addresses an engaged audience in a bright, contemporary office setting.",Business & Corporate,Presentation/Meeting,"office, presentation, business, team, meeting, professional, modern, sunlight, audience, speaker",Bright Natural Light,image/jpeg,8640205,Shutterstock,1YVCdLuJeUtZRRHFvcQlDbZRhFpKe1H9O,6,https://drive.google.com/file/d/14MwphOxXcKnSNvLcPPzwt6jGLmxecTyy/view?usp=drivesdk,2026-03-18T05:38:34.378Z,shutterstock_1187069635.jpg,gpt-4.1-nano-2025-04-14,3171,92,3263,0.0003539
